I,Q
6.753391027450561523e-01,-6.451274156570434570e-01
6.920228004455566406e-01,7.205369472503662109e-01
-7.154917120933532715e-01,-7.499177455902099609e-01
7.176184654235839844e-01,-7.162771224975585938e-01
7.096104621887207031e-01,-7.400478124618530273e-01
5.901733040809631348e-01,7.313795685768127441e-01
6.472016572952270508e-01,6.484811305999755859e-01
-6.856140494346618652e-01,6.895604729652404785e-01
6.505418419837951660e-01,7.666265964508056641e-01
5.867034792900085449e-01,-7.624210715293884277e-01
-7.195913195610046387e-01,-6.772858500480651855e-01
6.937466263771057129e-01,6.857233643531799316e-01
-7.350710630416870117e-01,7.257437705993652344e-01
-7.268680930137634277e-01,7.185090184211730957e-01
7.359655499458312988e-01,-7.031583786010742188e-01
6.789227724075317383e-01,-7.474807500839233398e-01
7.782663106918334961e-01,-6.186009645462036133e-01
-7.548558712005615234e-01,-7.720964550971984863e-01
-7.264213562011718750e-01,6.684985160827636719e-01
7.388665080070495605e-01,-7.400896549224853516e-01
6.941768527030944824e-01,7.464422583580017090e-01
7.004967331886291504e-01,6.797251701354980469e-01
7.493909597396850586e-01,7.010473012924194336e-01
7.218557596206665039e-01,7.351465225219726562e-01
-6.816917061805725098e-01,6.512220501899719238e-01
7.182516455650329590e-01,-7.445431351661682129e-01
-6.840618848800659180e-01,-7.175496220588684082e-01
-6.577401757240295410e-01,-7.128041982650756836e-01
-6.620292663574218750e-01,-7.902106642723083496e-01
6.932133436203002930e-01,-7.134553790092468262e-01
7.155773639678955078e-01,-7.338380813598632812e-01
-7.581719756126403809e-01,-7.577272653579711914e-01
-7.094112038612365723e-01,6.776092052459716797e-01
7.390539050102233887e-01,7.074939012527465820e-01
-6.922121047973632812e-01,7.820860743522644043e-01
7.100070714950561523e-01,-5.956382155418395996e-01
7.179335951805114746e-01,-7.283990979194641113e-01
8.125329017639160156e-01,7.332303524017333984e-01
-7.220282554626464844e-01,6.702026128768920898e-01
-6.827958822250366211e-01,7.555059790611267090e-01
-6.470382213592529297e-01,6.461756825447082520e-01
-7.569577693939208984e-01,-7.518470287322998047e-01
-6.709015965461730957e-01,7.697846889495849609e-01
-7.085230350494384766e-01,-7.169092297554016113e-01
6.483064889907836914e-01,7.659419775009155273e-01
-6.318557858467102051e-01,-6.701194643974304199e-01
-6.046808362007141113e-01,7.244363427162170410e-01
6.634066104888916016e-01,7.458133101463317871e-01
7.294822335243225098e-01,-6.960421204566955566e-01
-6.832525134086608887e-01,-6.424667835235595703e-01
6.675083041191101074e-01,6.351971030235290527e-01
7.564496994018554688e-01,-6.731930375099182129e-01
6.946303844451904297e-01,-5.655655860900878906e-01
-6.628249883651733398e-01,6.952067017555236816e-01
7.000258564949035645e-01,-7.375378012657165527e-01
-7.417801022529602051e-01,-6.633594632148742676e-01
6.496857404708862305e-01,-7.433283925056457520e-01
6.762859225273132324e-01,7.779138684272766113e-01
7.012617588043212891e-01,6.993555426597595215e-01
-6.908890604972839355e-01,6.849260926246643066e-01
-6.021440029144287109e-01,7.550508975982666016e-01
7.805176973342895508e-01,7.032210826873779297e-01
-7.071813344955444336e-01,7.550297379493713379e-01
6.839452981948852539e-01,7.670637369155883789e-01
7.431343197822570801e-01,7.326343059539794922e-01
-7.119578719139099121e-01,6.988299489021301270e-01
7.074326872825622559e-01,6.645659208297729492e-01
-7.235285639762878418e-01,7.202848196029663086e-01
-6.521627902984619141e-01,-6.626139283180236816e-01
-7.237663269042968750e-01,-7.292662858963012695e-01
7.524889707565307617e-01,7.624682188034057617e-01
7.009345889091491699e-01,-7.539947628974914551e-01
7.236807942390441895e-01,-7.439527511596679688e-01
-6.725009679794311523e-01,7.190023660659790039e-01
-6.619482040405273438e-01,-7.299266457557678223e-01
-7.625915408134460449e-01,7.367281317710876465e-01
7.547627091407775879e-01,-6.966162323951721191e-01
-6.645691394805908203e-01,-6.582695841789245605e-01
6.818948388099670410e-01,7.839478850364685059e-01
7.193722724914550781e-01,-7.363701462745666504e-01
-7.444391250610351562e-01,-7.195217609405517578e-01
7.765583395957946777e-01,-7.531054019927978516e-01
6.567635536193847656e-01,-6.743133664131164551e-01
-6.409935355186462402e-01,7.304132580757141113e-01
-7.665259838104248047e-01,-7.901484966278076172e-01
6.777067780494689941e-01,-7.366537451744079590e-01
-7.018249034881591797e-01,7.819832563400268555e-01
6.529825925827026367e-01,6.889964938163757324e-01
-6.676234602928161621e-01,7.119920849800109863e-01
-7.428824901580810547e-01,6.574423313140869141e-01
7.575767636299133301e-01,7.956689596176147461e-01
-6.482801437377929688e-01,7.044518589973449707e-01
6.906093955039978027e-01,-7.584222555160522461e-01
6.624968647956848145e-01,6.766496896743774414e-01
-7.344195842742919922e-01,6.398283839225769043e-01
6.397042274475097656e-01,-7.002500295639038086e-01
-6.408640146255493164e-01,6.846852898597717285e-01
6.908190250396728516e-01,6.768305301666259766e-01
6.732230782508850098e-01,7.500315904617309570e-01
-6.656316518783569336e-01,6.360778808593750000e-01
-6.718094348907470703e-01,7.157836556434631348e-01
6.250569224357604980e-01,6.813656687736511230e-01
-7.327106595039367676e-01,7.191116213798522949e-01
-7.440565228462219238e-01,-6.517261266708374023e-01
-7.370724678039550781e-01,-7.116131782531738281e-01
-6.522110700607299805e-01,7.840894460678100586e-01
-7.017336487770080566e-01,-7.541498541831970215e-01
6.978563070297241211e-01,7.334879636764526367e-01
-7.014500498771667480e-01,-7.726677656173706055e-01
7.274185419082641602e-01,-6.900779604911804199e-01
-6.624085903167724609e-01,-7.084817886352539062e-01
6.841022968292236328e-01,-6.904383301734924316e-01
-6.296379566192626953e-01,-7.766661643981933594e-01
7.444468140602111816e-01,-7.327725291252136230e-01
-6.519097089767456055e-01,7.727946043014526367e-01
7.821197509765625000e-01,6.860005259513854980e-01
-6.309221386909484863e-01,6.928210854530334473e-01
-6.299960017204284668e-01,-6.562728881835937500e-01
7.101571559906005859e-01,-7.406831383705139160e-01
-6.524131298065185547e-01,-7.508580684661865234e-01
-6.728289127349853516e-01,7.405244708061218262e-01
7.017363905906677246e-01,8.000273704528808594e-01
7.189955115318298340e-01,6.595982909202575684e-01
-7.979376912117004395e-01,6.524536609649658203e-01
6.777050495147705078e-01,-6.962698698043823242e-01
-6.638617515563964844e-01,-6.731844544410705566e-01
6.159527301788330078e-01,-5.827692151069641113e-01
-7.141007781028747559e-01,6.610065102577209473e-01
6.393874883651733398e-01,-6.662138104438781738e-01
7.094423770904541016e-01,-7.590168118476867676e-01
-7.235304117202758789e-01,6.616542339324951172e-01
7.210713624954223633e-01,6.564204096794128418e-01
6.999694108963012695e-01,-7.743875384330749512e-01
-7.400664687156677246e-01,6.918184757232666016e-01
-7.609322667121887207e-01,-7.683750987052917480e-01
-7.445870637893676758e-01,6.754592657089233398e-01
-7.049726247787475586e-01,-6.599416136741638184e-01
-7.174509167671203613e-01,-6.165769696235656738e-01
-7.316613197326660156e-01,7.100512385368347168e-01
-6.903660893440246582e-01,6.921471953392028809e-01
7.427419424057006836e-01,7.274385094642639160e-01
-6.451733708381652832e-01,-6.959676742553710938e-01
7.330794334411621094e-01,-7.186821699142456055e-01
-6.907234787940979004e-01,6.514354944229125977e-01
-6.529893279075622559e-01,-6.868199110031127930e-01
7.081918716430664062e-01,7.211855649948120117e-01
-7.415574193000793457e-01,-7.322234511375427246e-01
6.951805353164672852e-01,-7.096650004386901855e-01
7.498585581779479980e-01,7.301617264747619629e-01
7.714414596557617188e-01,6.853160262107849121e-01
7.802856564521789551e-01,-7.376254200935363770e-01
7.689662575721740723e-01,-6.207730174064636230e-01
7.174081802368164062e-01,6.507965922355651855e-01
7.401406764984130859e-01,-7.163461446762084961e-01
7.238468527793884277e-01,-7.610101699829101562e-01
-7.254531979560852051e-01,-6.952288746833801270e-01
-6.924154758453369141e-01,-6.612963080406188965e-01
-6.447432637214660645e-01,-7.469069361686706543e-01
-7.620787024497985840e-01,-6.583148241043090820e-01
6.577455401420593262e-01,-7.631291747093200684e-01
8.276384472846984863e-01,7.570682764053344727e-01
7.286021709442138672e-01,7.576900720596313477e-01
6.782434582710266113e-01,7.134361267089843750e-01
7.536503076553344727e-01,-7.390529513359069824e-01
-6.061744689941406250e-01,-7.414862513542175293e-01
6.208005547523498535e-01,6.691035628318786621e-01
7.180073857307434082e-01,-7.103444337844848633e-01
-6.944878697395324707e-01,-5.665276050567626953e-01
-6.931596398353576660e-01,-6.990800499916076660e-01
7.891733646392822266e-01,6.179037094116210938e-01
-7.837619781494140625e-01,-8.080369830131530762e-01
6.548642516136169434e-01,6.718026399612426758e-01
-6.553592681884765625e-01,7.891007065773010254e-01
7.112118005752563477e-01,-6.804429292678833008e-01
-8.182561993598937988e-01,-7.604095339775085449e-01
-7.053553462028503418e-01,7.841172218322753906e-01
6.751316189765930176e-01,-6.818230152130126953e-01
-6.972861886024475098e-01,7.885269522666931152e-01
7.184863686561584473e-01,7.874460220336914062e-01
-6.919007301330566406e-01,6.743049621582031250e-01
6.926245689392089844e-01,-6.117427945137023926e-01
6.101119518280029297e-01,6.860439181327819824e-01
6.808361411094665527e-01,-7.673662304878234863e-01
-6.802827119827270508e-01,7.449445128440856934e-01
-7.320192456245422363e-01,-7.545366287231445312e-01
-6.846167445182800293e-01,-7.542470097541809082e-01
-7.307305932044982910e-01,7.160952091217041016e-01
6.605274081230163574e-01,-7.051558494567871094e-01
6.789256334304809570e-01,-6.928524971008300781e-01
-7.232888936996459961e-01,-7.592622041702270508e-01
-7.009137868881225586e-01,-6.901558041572570801e-01
-7.234125733375549316e-01,-5.556505918502807617e-01
6.873508095741271973e-01,-6.126900315284729004e-01
-7.250546216964721680e-01,7.684296965599060059e-01
6.849908828735351562e-01,7.211235165596008301e-01
7.056875228881835938e-01,-7.575857639312744141e-01
6.589143276214599609e-01,-7.039973735809326172e-01
-7.614904642105102539e-01,6.401214003562927246e-01
-7.936821579933166504e-01,7.263167500495910645e-01
6.274852156639099121e-01,-7.538630962371826172e-01
6.326220035552978516e-01,-7.333515882492065430e-01
7.160563468933105469e-01,6.439031958580017090e-01
-7.154834270477294922e-01,-7.118679285049438477e-01
7.432597875595092773e-01,7.211197614669799805e-01
7.114027738571166992e-01,-6.994371414184570312e-01
-6.903023123741149902e-01,-7.616535425186157227e-01
6.344366073608398438e-01,7.289358973503112793e-01
-6.637377142906188965e-01,-7.135748267173767090e-01
6.887243986129760742e-01,-7.854595184326171875e-01
7.259441614151000977e-01,-6.313914656639099121e-01
-7.392150759696960449e-01,-7.656301856040954590e-01
-6.898033022880554199e-01,-6.345842480659484863e-01
-7.637440562248229980e-01,-6.436530351638793945e-01
-6.613764762878417969e-01,7.433266639709472656e-01
-6.435214877128601074e-01,7.764900922775268555e-01
-6.627339720726013184e-01,6.979575753211975098e-01
-6.583341360092163086e-01,6.923887729644775391e-01
-7.328348159790039062e-01,-6.570188403129577637e-01
-6.527913808822631836e-01,6.465599536895751953e-01
7.344963550567626953e-01,-6.603773236274719238e-01
6.850329637527465820e-01,7.709679603576660156e-01
6.984112858772277832e-01,7.072055935859680176e-01
-7.692901492118835449e-01,7.840052843093872070e-01
-7.736873030662536621e-01,-7.195457816123962402e-01
7.150606513023376465e-01,-7.344380021095275879e-01
-6.589660048484802246e-01,-6.892046928405761719e-01
-6.562517285346984863e-01,6.846257448196411133e-01
-7.426165342330932617e-01,-7.508072853088378906e-01
7.689063549041748047e-01,-6.421358585357666016e-01
6.389553546905517578e-01,7.945667505264282227e-01
7.025865316390991211e-01,-7.623941898345947266e-01
-6.733412146568298340e-01,7.009597420692443848e-01
7.210566997528076172e-01,6.451292634010314941e-01
-7.292288541793823242e-01,-6.261011958122253418e-01
6.366006135940551758e-01,-7.578988075256347656e-01
-7.876092195510864258e-01,-6.811517477035522461e-01
-7.126201391220092773e-01,-6.917024254798889160e-01
7.333104014396667480e-01,-7.230318188667297363e-01
6.726835370063781738e-01,6.565076708793640137e-01
7.287293672561645508e-01,5.969799757003784180e-01
7.685595750808715820e-01,7.401130199432373047e-01
-7.338322401046752930e-01,-7.526674866676330566e-01
6.623833775520324707e-01,7.644068002700805664e-01
6.577956676483154297e-01,-7.922638654708862305e-01
6.475050449371337891e-01,7.475598454475402832e-01
-7.206020951271057129e-01,-8.225001096725463867e-01
6.449750065803527832e-01,-6.781550049781799316e-01
-6.680585741996765137e-01,7.410292029380798340e-01
6.969519853591918945e-01,-6.428416967391967773e-01
6.451832652091979980e-01,-7.323694825172424316e-01
-7.472961544990539551e-01,-6.952313184738159180e-01
-6.420500278472900391e-01,-5.979402065277099609e-01
8.210098147392272949e-01,8.019599318504333496e-01
-6.632966399192810059e-01,-7.657856345176696777e-01
6.946443915367126465e-01,-7.145803570747375488e-01
8.062967061996459961e-01,-7.397885918617248535e-01
6.814790368080139160e-01,-7.268046140670776367e-01
-7.266697883605957031e-01,7.685669064521789551e-01
7.036852240562438965e-01,-7.281135916709899902e-01
-6.035871505737304688e-01,-6.811648011207580566e-01
7.172939181327819824e-01,6.707354187965393066e-01
-6.798431873321533203e-01,-6.796208024024963379e-01
7.057278156280517578e-01,7.188873887062072754e-01
-6.983502507209777832e-01,-7.260436415672302246e-01
6.894966959953308105e-01,-6.998201608657836914e-01
7.408778667449951172e-01,-6.609250903129577637e-01
7.749713659286499023e-01,7.148120999336242676e-01
-7.282519340515136719e-01,7.129241228103637695e-01
-7.280775308609008789e-01,6.508607268333435059e-01
7.000548243522644043e-01,-7.526666522026062012e-01
7.464295029640197754e-01,6.923186779022216797e-01
-6.816339492797851562e-01,-8.301931023597717285e-01
-7.136151194572448730e-01,-6.791158318519592285e-01
6.627801656723022461e-01,-6.266828775405883789e-01
7.213165760040283203e-01,-6.331952810287475586e-01
-7.673934698104858398e-01,-7.530882954597473145e-01
-7.633066177368164062e-01,7.779769301414489746e-01
7.504630088806152344e-01,6.788838505744934082e-01
7.562535405158996582e-01,-6.341035366058349609e-01
6.136252880096435547e-01,-6.933470964431762695e-01
-7.758092284202575684e-01,-7.295271158218383789e-01
6.434544324874877930e-01,-6.126779913902282715e-01
7.475997209548950195e-01,7.522895336151123047e-01
-6.559399366378784180e-01,7.189115285873413086e-01
7.984604835510253906e-01,7.330877780914306641e-01
7.866846919059753418e-01,-6.209782958030700684e-01
-6.387691497802734375e-01,7.097817063331604004e-01
-6.656293869018554688e-01,-6.408698558807373047e-01
-6.730635166168212891e-01,6.950100064277648926e-01
-7.083871960639953613e-01,-6.839975118637084961e-01
7.625210285186767578e-01,6.298572421073913574e-01
-6.210491061210632324e-01,6.887575387954711914e-01
6.307489871978759766e-01,6.182879805564880371e-01
-7.000298500061035156e-01,-7.793322801589965820e-01
-7.229284048080444336e-01,6.852846741676330566e-01
7.385553121566772461e-01,6.918770670890808105e-01
-7.336586117744445801e-01,-6.917610168457031250e-01
6.663396358489990234e-01,-6.295933127403259277e-01
6.982373595237731934e-01,7.646148800849914551e-01
-6.893881559371948242e-01,7.193896174430847168e-01
-7.398795485496520996e-01,-7.165217995643615723e-01
-7.432699799537658691e-01,-6.866636276245117188e-01
-7.019369602203369141e-01,7.918940782546997070e-01
-6.845954060554504395e-01,6.901982426643371582e-01
-6.674890518188476562e-01,6.772328019142150879e-01
7.517737150192260742e-01,7.298353910446166992e-01
-6.661670804023742676e-01,-7.093185186386108398e-01
7.614684700965881348e-01,-6.863834261894226074e-01
-6.727180480957031250e-01,-7.651395201683044434e-01
-7.329025268554687500e-01,-6.687067747116088867e-01
7.381820082664489746e-01,-6.815250515937805176e-01
7.161725759506225586e-01,7.285957932472229004e-01
-6.916620135307312012e-01,6.791769266128540039e-01
-6.812102198600769043e-01,6.778088808059692383e-01
-6.933362483978271484e-01,-7.411301732063293457e-01
7.870461940765380859e-01,-7.103693485260009766e-01
6.805472970008850098e-01,6.797540783882141113e-01
-6.993932127952575684e-01,7.515033483505249023e-01
-6.938549280166625977e-01,6.713564991950988770e-01
-7.040822505950927734e-01,7.001368999481201172e-01
-6.092109084129333496e-01,-6.663206219673156738e-01
-6.753132939338684082e-01,7.351323962211608887e-01
7.563158869743347168e-01,6.751225590705871582e-01
-6.798214316368103027e-01,-7.459708452224731445e-01
7.044063210487365723e-01,7.061871290206909180e-01
-7.614415884017944336e-01,7.086237668991088867e-01
-7.080371975898742676e-01,-7.058078646659851074e-01
6.620159745216369629e-01,-6.913643479347229004e-01
7.499632835388183594e-01,6.950800418853759766e-01
8.005360364913940430e-01,-7.064931988716125488e-01
-6.456874012947082520e-01,6.939935088157653809e-01
-7.154461741447448730e-01,-6.419332027435302734e-01
-6.231791973114013672e-01,7.019410729408264160e-01
7.147219777107238770e-01,7.519698143005371094e-01
6.988829374313354492e-01,6.540945768356323242e-01
-6.803804636001586914e-01,-8.215808272361755371e-01
7.127049565315246582e-01,-6.708056330680847168e-01
-6.961492896080017090e-01,7.395733594894409180e-01
-6.726821064949035645e-01,7.836647033691406250e-01
7.716874480247497559e-01,7.357081174850463867e-01
-6.446291804313659668e-01,6.521341800689697266e-01
-7.243357300758361816e-01,6.811615824699401855e-01
-7.496745586395263672e-01,-6.489046812057495117e-01
-7.595992088317871094e-01,-6.828156709671020508e-01
-6.910666823387145996e-01,-6.509872078895568848e-01
-6.409503817558288574e-01,-7.316392064094543457e-01
6.700052618980407715e-01,7.666460275650024414e-01
6.824314594268798828e-01,7.475302815437316895e-01
7.383059263229370117e-01,6.933941245079040527e-01
-7.656053900718688965e-01,8.362940549850463867e-01
-7.045251727104187012e-01,7.238470315933227539e-01
-7.895128726959228516e-01,7.249855995178222656e-01
-7.521263360977172852e-01,-7.294918298721313477e-01
-6.345371603965759277e-01,-6.630043983459472656e-01
-7.622974514961242676e-01,-7.322119474411010742e-01
6.797087788581848145e-01,-6.876310706138610840e-01
6.632870435714721680e-01,6.975140571594238281e-01
6.143333911895751953e-01,-7.107020020484924316e-01
-7.598651647567749023e-01,7.570872902870178223e-01
6.661716699600219727e-01,-7.265926599502563477e-01
7.311974167823791504e-01,7.404623627662658691e-01
-7.427477836608886719e-01,-6.810849308967590332e-01
7.134645581245422363e-01,-6.879709362983703613e-01
-6.929107904434204102e-01,-8.135761022567749023e-01
-7.384457588195800781e-01,-6.947188377380371094e-01
7.541185021400451660e-01,6.550619006156921387e-01
7.312458157539367676e-01,-7.249366641044616699e-01
-7.253844141960144043e-01,-6.206708550453186035e-01
7.483422756195068359e-01,-6.939074993133544922e-01
7.483405470848083496e-01,-5.904040336608886719e-01
6.457480192184448242e-01,-6.513577699661254883e-01
-6.698795557022094727e-01,6.119127273559570312e-01
-7.847113609313964844e-01,6.920291781425476074e-01
-7.378708720207214355e-01,6.421407461166381836e-01
6.801975369453430176e-01,-6.925547719001770020e-01
-7.536936998367309570e-01,-7.483717799186706543e-01
6.799037456512451172e-01,7.837897539138793945e-01
-7.163062691688537598e-01,-7.597327232360839844e-01
-6.825877428054809570e-01,-6.715640425682067871e-01
-7.225856184959411621e-01,6.589481830596923828e-01
6.275566220283508301e-01,-6.728346347808837891e-01
7.556806206703186035e-01,6.884683966636657715e-01
6.933199763298034668e-01,-6.957766413688659668e-01
-8.735594749450683594e-01,-6.798275709152221680e-01
-6.349626183509826660e-01,-7.097398042678833008e-01
7.628939151763916016e-01,-7.349292039871215820e-01
-7.286338210105895996e-01,7.048044204711914062e-01
7.016868591308593750e-01,-7.221863865852355957e-01
-6.869422197341918945e-01,-7.662642002105712891e-01
7.889149785041809082e-01,-6.701607108116149902e-01
7.642016410827636719e-01,7.644070982933044434e-01
-7.634733915328979492e-01,6.809235215187072754e-01
6.465541124343872070e-01,7.321258187294006348e-01
-6.917119622230529785e-01,-6.939235925674438477e-01
-6.960967183113098145e-01,-7.278265953063964844e-01
6.476988792419433594e-01,-6.353761553764343262e-01
6.713045835494995117e-01,-7.586346864700317383e-01
-7.092769742012023926e-01,-8.306946754455566406e-01
-6.895656585693359375e-01,6.781771779060363770e-01
-6.626823544502258301e-01,6.592472791671752930e-01
6.796327233314514160e-01,6.893174648284912109e-01
7.584246397018432617e-01,6.783702373504638672e-01
-7.284772992134094238e-01,-7.510275244712829590e-01
-7.558963298797607422e-01,-7.930293083190917969e-01
-7.242136597633361816e-01,6.692186594009399414e-01
-6.940891742706298828e-01,7.504363059997558594e-01
6.935713291168212891e-01,-7.366169691085815430e-01
-6.273241639137268066e-01,-7.543729543685913086e-01
7.095705270767211914e-01,-7.368973493576049805e-01
-6.458185315132141113e-01,6.635187268257141113e-01
-6.636630296707153320e-01,-6.624940037727355957e-01
-6.801427602767944336e-01,7.640734314918518066e-01
8.093979358673095703e-01,7.408329844474792480e-01
-7.384835481643676758e-01,7.217882871627807617e-01
7.110687494277954102e-01,-7.385602593421936035e-01
6.917606592178344727e-01,6.159045100212097168e-01
7.496421337127685547e-01,-6.755822300910949707e-01
7.244001030921936035e-01,7.911341786384582520e-01
-7.722407579421997070e-01,-6.888563632965087891e-01
7.156276702880859375e-01,-6.917860507965087891e-01
-6.786814332008361816e-01,7.365516424179077148e-01
-7.430428266525268555e-01,6.320727467536926270e-01
7.494240999221801758e-01,7.116232514381408691e-01
6.709426641464233398e-01,7.293390035629272461e-01
6.855250000953674316e-01,7.327491044998168945e-01
6.563506126403808594e-01,6.979393362998962402e-01
6.702393889427185059e-01,-7.096216082572937012e-01
6.659343242645263672e-01,-7.010168433189392090e-01
7.380820512771606445e-01,6.331747174263000488e-01
-7.577937841415405273e-01,7.076265215873718262e-01
7.527211904525756836e-01,7.259402871131896973e-01
-6.627601981163024902e-01,6.806479692459106445e-01
7.028861641883850098e-01,6.525809764862060547e-01
-6.091496944427490234e-01,-7.209697961807250977e-01
6.566461324691772461e-01,-7.277630567550659180e-01
7.393391132354736328e-01,7.420260906219482422e-01
-7.411267161369323730e-01,-6.702052950859069824e-01
-6.855922937393188477e-01,8.041477799415588379e-01
7.267115712165832520e-01,6.748826503753662109e-01
-6.084634065628051758e-01,7.772752046585083008e-01
-7.451329827308654785e-01,6.858026385307312012e-01
-7.104010581970214844e-01,-6.732651591300964355e-01
-7.096584439277648926e-01,7.219176888465881348e-01
-7.435852289199829102e-01,6.323606967926025391e-01
6.961931586265563965e-01,7.740296721458435059e-01
7.195498943328857422e-01,-6.674516797065734863e-01
7.684892416000366211e-01,8.067035079002380371e-01
-6.946839690208435059e-01,7.239741683006286621e-01
7.005187869071960449e-01,7.218142151832580566e-01
7.728475928306579590e-01,-6.965568661689758301e-01
7.520185708999633789e-01,7.578378319740295410e-01
-7.959504127502441406e-01,7.507234215736389160e-01
-8.096782565116882324e-01,-7.556434869766235352e-01
-7.726510167121887207e-01,-6.545462608337402344e-01
-7.608414292335510254e-01,7.102246880531311035e-01
6.584739089012145996e-01,-8.033243417739868164e-01
6.383864879608154297e-01,6.670134067535400391e-01
-6.878159642219543457e-01,-7.032858729362487793e-01
7.215967178344726562e-01,-6.883347034454345703e-01
-7.514361739158630371e-01,-6.855261325836181641e-01
6.836317181587219238e-01,6.456818580627441406e-01
7.378333806991577148e-01,7.184135317802429199e-01
7.074364423751831055e-01,-7.451193332672119141e-01
6.588930487632751465e-01,5.953974723815917969e-01
