I,Q
-7.027412056922912598e-01,-6.798942089080810547e-01
-6.645346283912658691e-01,6.890709996223449707e-01
-6.405626535415649414e-01,-6.886949539184570312e-01
-6.703935265541076660e-01,-6.783909797668457031e-01
7.450881600379943848e-01,-7.360988259315490723e-01
-6.702270507812500000e-01,7.076060175895690918e-01
6.692462563514709473e-01,7.934098839759826660e-01
6.976137757301330566e-01,-6.588103771209716797e-01
7.118366360664367676e-01,7.339408397674560547e-01
-7.693730592727661133e-01,7.157045006752014160e-01
7.275437116622924805e-01,6.788892745971679688e-01
-7.291157841682434082e-01,6.785024404525756836e-01
7.469286322593688965e-01,-7.382833957672119141e-01
6.651751995086669922e-01,6.456133723258972168e-01
6.770251989364624023e-01,-6.598756313323974609e-01
-6.706799864768981934e-01,6.936922669410705566e-01
-6.852241158485412598e-01,-7.261596322059631348e-01
7.747865319252014160e-01,-6.789463162422180176e-01
-6.911659836769104004e-01,-7.079802751541137695e-01
6.778669357299804688e-01,-7.171377539634704590e-01
7.311040759086608887e-01,7.341471910476684570e-01
7.967877388000488281e-01,-6.261937618255615234e-01
7.941028475761413574e-01,-6.885251998901367188e-01
-6.945699453353881836e-01,7.338967323303222656e-01
7.577247023582458496e-01,6.468220353126525879e-01
6.766316294670104980e-01,-6.343147158622741699e-01
-6.874817609786987305e-01,7.879975438117980957e-01
-7.719588875770568848e-01,6.805480718612670898e-01
7.606886625289916992e-01,8.398731946945190430e-01
6.986054182052612305e-01,-7.447490692138671875e-01
6.990168094635009766e-01,6.825986504554748535e-01
-5.819113850593566895e-01,-6.655688285827636719e-01
-7.393381595611572266e-01,7.697426080703735352e-01
6.055760979652404785e-01,7.735982537269592285e-01
-8.272817134857177734e-01,-7.397451400756835938e-01
6.508883237838745117e-01,6.249323487281799316e-01
-7.227052450180053711e-01,-6.352498531341552734e-01
-6.660195589065551758e-01,-7.284938693046569824e-01
8.258580565452575684e-01,7.352585792541503906e-01
-7.412307858467102051e-01,-5.830113887786865234e-01
-7.502668499946594238e-01,-7.711332440376281738e-01
-6.859706640243530273e-01,8.162361383438110352e-01
-6.492635011672973633e-01,7.577534317970275879e-01
-6.173119544982910156e-01,-7.272484302520751953e-01
-7.054678797721862793e-01,-7.878867387771606445e-01
7.132309675216674805e-01,7.505496740341186523e-01
7.076780200004577637e-01,6.448550224304199219e-01
6.994342803955078125e-01,7.737227678298950195e-01
-5.911581516265869141e-01,-6.116878986358642578e-01
7.065966725349426270e-01,-7.022782564163208008e-01
8.155309557914733887e-01,-7.667342424392700195e-01
-7.072939872741699219e-01,6.565281748771667480e-01
-7.319597601890563965e-01,7.647467851638793945e-01
-6.869781017303466797e-01,7.484467029571533203e-01
-7.195622920989990234e-01,-7.407686710357666016e-01
-6.524950861930847168e-01,6.917276978492736816e-01
-6.769299507141113281e-01,-6.505544781684875488e-01
-6.263846755027770996e-01,-7.292576432228088379e-01
6.843707561492919922e-01,-7.203781008720397949e-01
-7.302879691123962402e-01,6.692981123924255371e-01
7.226507067680358887e-01,6.883820891380310059e-01
8.030898571014404297e-01,7.671635150909423828e-01
6.962295174598693848e-01,7.082092761993408203e-01
7.294147014617919922e-01,-7.510385513305664062e-01
-7.013165354728698730e-01,-6.468668580055236816e-01
6.542914509773254395e-01,-6.020025014877319336e-01
6.486502885818481445e-01,6.781075000762939453e-01
6.485219001770019531e-01,7.092510461807250977e-01
6.208908557891845703e-01,-7.790530920028686523e-01
7.099140286445617676e-01,7.025706171989440918e-01
6.888149976730346680e-01,-7.349972128868103027e-01
-7.060515284538269043e-01,-7.770182490348815918e-01
-6.722608804702758789e-01,6.790179610252380371e-01
-6.917717456817626953e-01,7.044730782508850098e-01
6.921263933181762695e-01,-6.766644716262817383e-01
-7.924491167068481445e-01,7.040146589279174805e-01
-5.516813993453979492e-01,6.691911816596984863e-01
7.467955946922302246e-01,-7.237182855606079102e-01
6.924626231193542480e-01,7.446224093437194824e-01
6.895776987075805664e-01,-7.120174765586853027e-01
-6.865019202232360840e-01,7.224090695381164551e-01
6.403735280036926270e-01,6.817076206207275391e-01
6.654024720191955566e-01,6.597020626068115234e-01
-7.174963355064392090e-01,5.750206708908081055e-01
-7.157216668128967285e-01,6.945371627807617188e-01
7.056016921997070312e-01,6.499941945075988770e-01
-7.006452083587646484e-01,-6.877123117446899414e-01
7.853220105171203613e-01,7.299509644508361816e-01
7.019745707511901855e-01,6.722165942192077637e-01
-6.912776231765747070e-01,6.277174353599548340e-01
-7.313596010208129883e-01,6.991369128227233887e-01
-7.348843216896057129e-01,-6.568390727043151855e-01
-7.093218564987182617e-01,-7.184038162231445312e-01
-6.849412322044372559e-01,-7.308406233787536621e-01
6.410101652145385742e-01,7.478839755058288574e-01
-7.393087744712829590e-01,7.272657752037048340e-01
-7.122491002082824707e-01,-5.932536125183105469e-01
5.963066816329956055e-01,6.623522043228149414e-01
-6.165114045143127441e-01,-6.876130700111389160e-01
6.528413295745849609e-01,6.550191044807434082e-01
7.431698441505432129e-01,7.785964608192443848e-01
-6.810747385025024414e-01,-7.330695986747741699e-01
6.487539410591125488e-01,7.652366161346435547e-01
6.850346922874450684e-01,-7.682284116744995117e-01
-7.818546295166015625e-01,-7.700943946838378906e-01
7.667300105094909668e-01,7.308259606361389160e-01
-6.723610162734985352e-01,7.646234035491943359e-01
-7.176890969276428223e-01,-7.438675165176391602e-01
7.032899260520935059e-01,-6.676179170608520508e-01
6.696900129318237305e-01,7.596374154090881348e-01
-6.613488197326660156e-01,-7.085788846015930176e-01
6.813489794731140137e-01,-8.522571325302124023e-01
7.885565757751464844e-01,6.901614069938659668e-01
-7.410331964492797852e-01,-7.238693237304687500e-01
5.791969895362854004e-01,-6.968789696693420410e-01
-6.505541801452636719e-01,-7.054612040519714355e-01
-7.321721315383911133e-01,7.643260955810546875e-01
-6.742715239524841309e-01,8.152831196784973145e-01
-7.584195733070373535e-01,6.897973418235778809e-01
-7.343626022338867188e-01,-6.788107752799987793e-01
7.404925227165222168e-01,7.095479369163513184e-01
-8.188853263854980469e-01,-6.567731499671936035e-01
7.735379934310913086e-01,-6.780167222023010254e-01
-7.421447634696960449e-01,8.376557230949401855e-01
7.173125147819519043e-01,-7.814179062843322754e-01
7.554201483726501465e-01,7.035964131355285645e-01
-7.421532869338989258e-01,6.761892437934875488e-01
6.936450004577636719e-01,6.371976733207702637e-01
6.796257495880126953e-01,6.857196092605590820e-01
-7.338817715644836426e-01,-7.409527897834777832e-01
-6.720105409622192383e-01,-7.390035390853881836e-01
6.510216593742370605e-01,-8.407496809959411621e-01
-7.370402812957763672e-01,6.933215856552124023e-01
7.182334065437316895e-01,-6.745175123214721680e-01
8.073775172233581543e-01,6.545142531394958496e-01
7.245543599128723145e-01,-7.722768187522888184e-01
-6.933193206787109375e-01,-6.824777126312255859e-01
8.031839728355407715e-01,-7.396621108055114746e-01
7.243685722351074219e-01,6.747280955314636230e-01
6.709656715393066406e-01,-7.330012321472167969e-01
6.539801359176635742e-01,6.938665509223937988e-01
-7.672048211097717285e-01,8.201643824577331543e-01
-6.406898498535156250e-01,-6.841365098953247070e-01
-7.496809959411621094e-01,-6.800575852394104004e-01
-6.770166754722595215e-01,6.818280816078186035e-01
-7.249571084976196289e-01,6.680908203125000000e-01
-6.557433009147644043e-01,-7.741464376449584961e-01
-7.471625804901123047e-01,6.161534786224365234e-01
-6.339583396911621094e-01,-7.267836332321166992e-01
-7.593920826911926270e-01,-7.060445547103881836e-01
-7.468062043190002441e-01,-7.367189526557922363e-01
7.392547130584716797e-01,-6.703025102615356445e-01
-7.089692950248718262e-01,7.102286219596862793e-01
6.815950870513916016e-01,7.218242883682250977e-01
5.959851145744323730e-01,6.989756226539611816e-01
-7.922420501708984375e-01,-6.764928102493286133e-01
-7.827435731887817383e-01,6.962323784828186035e-01
7.123164534568786621e-01,7.298820614814758301e-01
6.289881467819213867e-01,-6.937353610992431641e-01
6.360710859298706055e-01,7.119485139846801758e-01
6.805244684219360352e-01,6.346192955970764160e-01
-8.423696756362915039e-01,6.897877454757690430e-01
6.499404311180114746e-01,-6.856057643890380859e-01
-7.677593827247619629e-01,7.611756324768066406e-01
7.918340563774108887e-01,6.422368288040161133e-01
-7.594018578529357910e-01,-7.270031571388244629e-01
7.264978885650634766e-01,-6.377815604209899902e-01
7.180816531181335449e-01,6.906030178070068359e-01
6.629930734634399414e-01,-7.681091427803039551e-01
6.639918684959411621e-01,6.879697442054748535e-01
-7.675399184226989746e-01,-6.548976898193359375e-01
-7.550480365753173828e-01,-6.677139997482299805e-01
7.073608636856079102e-01,6.564998030662536621e-01
6.906744241714477539e-01,-7.073031663894653320e-01
-7.443754076957702637e-01,-6.583756804466247559e-01
6.792472004890441895e-01,-6.921781897544860840e-01
6.952587366104125977e-01,7.486121654510498047e-01
6.918213963508605957e-01,7.484157085418701172e-01
-6.434448361396789551e-01,6.591117382049560547e-01
-7.270977497100830078e-01,7.162497639656066895e-01
7.104604244232177734e-01,6.339828968048095703e-01
7.034125924110412598e-01,6.842939853668212891e-01
7.510552406311035156e-01,7.636221647262573242e-01
6.201538443565368652e-01,7.071146965026855469e-01
-8.352684974670410156e-01,6.809775829315185547e-01
-7.204070687294006348e-01,-6.842516660690307617e-01
7.403037548065185547e-01,7.155057191848754883e-01
-7.350887060165405273e-01,-5.872683525085449219e-01
7.233495712280273438e-01,7.597443461418151855e-01
-7.098546624183654785e-01,-6.347290277481079102e-01
-6.809412837028503418e-01,8.453653454780578613e-01
6.777297854423522949e-01,-7.436380982398986816e-01
6.684085130691528320e-01,6.468403339385986328e-01
-7.067865729331970215e-01,-6.547146439552307129e-01
-7.030494809150695801e-01,6.871989965438842773e-01
6.057050824165344238e-01,-7.125007510185241699e-01
7.582946419715881348e-01,7.512023448944091797e-01
6.020104289054870605e-01,-7.068274617195129395e-01
-8.090569972991943359e-01,-7.233227491378784180e-01
-6.878218650817871094e-01,8.081784844398498535e-01
-6.003072261810302734e-01,7.209427952766418457e-01
-7.218022942543029785e-01,-7.352854013442993164e-01
-7.357521057128906250e-01,-6.731796860694885254e-01
7.567105293273925781e-01,-6.532105207443237305e-01
-7.255696654319763184e-01,-7.283093333244323730e-01
-7.531377077102661133e-01,-6.126527786254882812e-01
7.451443076133728027e-01,-7.054846882820129395e-01
-6.398462653160095215e-01,7.770967483520507812e-01
7.004674077033996582e-01,-6.339800357818603516e-01
-8.205806016921997070e-01,6.239769458770751953e-01
-7.867782115936279297e-01,6.860395669937133789e-01
-7.058753371238708496e-01,-6.394308805465698242e-01
7.352459430694580078e-01,6.641408801078796387e-01
-6.264329552650451660e-01,-7.821758389472961426e-01
6.852574944496154785e-01,7.303941249847412109e-01
-7.292594909667968750e-01,-6.418721675872802734e-01
-7.128126025199890137e-01,-7.183864116668701172e-01
-6.530508399009704590e-01,-7.223140597343444824e-01
7.530605196952819824e-01,-7.040866017341613770e-01
8.011279106140136719e-01,-7.738075256347656250e-01
6.530132889747619629e-01,7.336907386779785156e-01
-6.930866241455078125e-01,-5.876817703247070312e-01
7.514328360557556152e-01,-7.355098128318786621e-01
6.069765686988830566e-01,-7.557561397552490234e-01
-7.259812355041503906e-01,-7.262661457061767578e-01
7.061832547187805176e-01,6.566702723503112793e-01
-7.684346437454223633e-01,6.814242005348205566e-01
7.257941961288452148e-01,-7.225919961929321289e-01
6.323799490928649902e-01,-7.097119092941284180e-01
-6.488317847251892090e-01,6.266617774963378906e-01
6.974670886993408203e-01,-6.694258451461791992e-01
6.695406436920166016e-01,7.339155077934265137e-01
7.906523942947387695e-01,6.063210368156433105e-01
-5.926453471183776855e-01,7.628090381622314453e-01
-6.260339617729187012e-01,-8.069716095924377441e-01
7.090461850166320801e-01,-6.898790597915649414e-01
-7.623238563537597656e-01,6.492571830749511719e-01
6.714990139007568359e-01,7.259829044342041016e-01
-6.446939110755920410e-01,7.507656216621398926e-01
6.246080994606018066e-01,7.196531295776367188e-01
-6.607317924499511719e-01,7.355623245239257812e-01
-7.603199481964111328e-01,7.352810502052307129e-01
6.789135336875915527e-01,-7.555497884750366211e-01
7.347135543823242188e-01,-7.450482249259948730e-01
-7.621272802352905273e-01,-6.979675292968750000e-01
-7.169520258903503418e-01,6.370264291763305664e-01
7.802599072456359863e-01,6.357074379920959473e-01
8.020467758178710938e-01,5.818276405334472656e-01
-7.071951031684875488e-01,7.270783185958862305e-01
6.838723421096801758e-01,-7.557250857353210449e-01
6.847487688064575195e-01,-6.749484539031982422e-01
6.429239511489868164e-01,7.419942617416381836e-01
6.493080854415893555e-01,6.852264404296875000e-01
7.273049950599670410e-01,6.420647501945495605e-01
7.919454574584960938e-01,6.802794933319091797e-01
7.616587877273559570e-01,7.045093178749084473e-01
7.259888052940368652e-01,6.725265383720397949e-01
-7.816257476806640625e-01,-6.819592118263244629e-01
7.007050514221191406e-01,-7.867673039436340332e-01
-7.167491316795349121e-01,-7.094159722328186035e-01
-6.281446814537048340e-01,-6.806128621101379395e-01
-6.671031117439270020e-01,6.429364085197448730e-01
6.845433115959167480e-01,6.959003210067749023e-01
6.791810393333435059e-01,-5.870281457901000977e-01
-7.004557251930236816e-01,-6.398915052413940430e-01
-6.613088846206665039e-01,-6.684666872024536133e-01
-7.649479508399963379e-01,6.766236424446105957e-01
-6.636505722999572754e-01,7.160806059837341309e-01
-7.209451794624328613e-01,-7.504645586013793945e-01
-7.253355383872985840e-01,-6.671726703643798828e-01
-7.352090477943420410e-01,7.586456537246704102e-01
-6.645389795303344727e-01,-7.710803747177124023e-01
7.886536121368408203e-01,7.957882881164550781e-01
7.828589081764221191e-01,6.861345767974853516e-01
7.026067972183227539e-01,-8.092870712280273438e-01
-7.093547582626342773e-01,-7.715085148811340332e-01
6.927112936973571777e-01,-7.723543047904968262e-01
6.105570793151855469e-01,6.363819837570190430e-01
-6.992686986923217773e-01,6.956022977828979492e-01
-6.893829703330993652e-01,-7.034286260604858398e-01
7.924474477767944336e-01,-7.170918583869934082e-01
7.575041651725769043e-01,7.805283069610595703e-01
-7.294778227806091309e-01,7.175590991973876953e-01
7.771160602569580078e-01,-6.343848109245300293e-01
-7.054444551467895508e-01,6.802990436553955078e-01
6.975179910659790039e-01,-7.273911833763122559e-01
-7.667192220687866211e-01,-7.686741352081298828e-01
-5.919932723045349121e-01,7.342033386230468750e-01
7.299723029136657715e-01,5.754793882369995117e-01
-6.776784062385559082e-01,-6.651537418365478516e-01
-7.566443085670471191e-01,-6.645914316177368164e-01
7.047641277313232422e-01,7.136549353599548340e-01
-6.219507455825805664e-01,-6.963739395141601562e-01
-6.455046534538269043e-01,6.482358574867248535e-01
7.233284711837768555e-01,6.718150973320007324e-01
-7.442079186439514160e-01,-6.973320841789245605e-01
-7.185005545616149902e-01,7.844649553298950195e-01
-6.179834604263305664e-01,-7.415364384651184082e-01
-7.199602127075195312e-01,-7.140734195709228516e-01
7.119574546813964844e-01,-7.692309617996215820e-01
-7.572640776634216309e-01,-7.532682418823242188e-01
6.672433018684387207e-01,-8.507720828056335449e-01
-7.635697126388549805e-01,-7.029556632041931152e-01
6.607370972633361816e-01,-7.119746804237365723e-01
7.326931357383728027e-01,-7.061237096786499023e-01
6.373406052589416504e-01,-6.656638979911804199e-01
6.822592616081237793e-01,-7.835903167724609375e-01
-7.220212221145629883e-01,-6.032064557075500488e-01
-7.189081311225891113e-01,-7.127063274383544922e-01
7.607786655426025391e-01,7.881770133972167969e-01
7.023001313209533691e-01,8.070948719978332520e-01
-7.043747305870056152e-01,7.055674791336059570e-01
-7.709005475044250488e-01,7.616840600967407227e-01
-6.855795383453369141e-01,-6.815508604049682617e-01
6.460496783256530762e-01,6.724185943603515625e-01
-7.209625840187072754e-01,-6.309663653373718262e-01
7.131865620613098145e-01,8.125570416450500488e-01
7.878767848014831543e-01,7.460546493530273438e-01
-7.000003457069396973e-01,-7.087677121162414551e-01
-6.946659684181213379e-01,7.404497265815734863e-01
6.068031191825866699e-01,5.855461955070495605e-01
5.885333418846130371e-01,6.206076741218566895e-01
6.460279226303100586e-01,6.515963077545166016e-01
-7.410669326782226562e-01,-6.731646656990051270e-01
6.226748228073120117e-01,6.975258588790893555e-01
7.042534351348876953e-01,-7.749651670455932617e-01
6.730762720108032227e-01,-6.255208849906921387e-01
-7.840485572814941406e-01,6.999329328536987305e-01
-6.999948620796203613e-01,6.457483768463134766e-01
-6.418446302413940430e-01,6.606160998344421387e-01
-7.860101461410522461e-01,7.462798357009887695e-01
7.168992161750793457e-01,6.366817951202392578e-01
-6.619431972503662109e-01,-6.650310754776000977e-01
6.676817536354064941e-01,-7.674447894096374512e-01
-6.722132563591003418e-01,-7.296743392944335938e-01
-6.991291642189025879e-01,7.006545662879943848e-01
7.434148788452148438e-01,-7.899920940399169922e-01
7.460737228393554688e-01,-7.001173496246337891e-01
-6.772904396057128906e-01,-6.938919425010681152e-01
7.262176275253295898e-01,7.089589238166809082e-01
-6.610099077224731445e-01,6.985480785369873047e-01
-6.836535930633544922e-01,7.146396636962890625e-01
-6.784752011299133301e-01,7.168335914611816406e-01
7.714226245880126953e-01,-6.756689548492431641e-01
7.281572222709655762e-01,6.373837590217590332e-01
7.560841441154479980e-01,-6.386729478836059570e-01
6.687731742858886719e-01,-7.659739255905151367e-01
-7.564089894294738770e-01,-6.930265426635742188e-01
7.296241521835327148e-01,-7.094759345054626465e-01
8.041246533393859863e-01,-8.276132345199584961e-01
-6.425611972808837891e-01,7.715109586715698242e-01
-6.681470870971679688e-01,-6.565432548522949219e-01
-7.365251779556274414e-01,-7.173241376876831055e-01
6.500247716903686523e-01,7.385572195053100586e-01
6.273891925811767578e-01,6.067071557044982910e-01
6.657918095588684082e-01,-7.712252140045166016e-01
-7.873232960700988770e-01,-6.586356163024902344e-01
-7.040846347808837891e-01,7.076112031936645508e-01
-7.955943346023559570e-01,-6.914966702461242676e-01
6.654644012451171875e-01,-7.749454379081726074e-01
-6.489764451980590820e-01,6.642510890960693359e-01
-6.912381052970886230e-01,7.120743989944458008e-01
8.020048737525939941e-01,6.979221701622009277e-01
-6.257094144821166992e-01,7.211113572120666504e-01
-7.648528814315795898e-01,-6.793742179870605469e-01
5.996460914611816406e-01,7.390991449356079102e-01
6.624560356140136719e-01,7.396056652069091797e-01
-6.413804888725280762e-01,7.115592956542968750e-01
-6.713021993637084961e-01,-7.447798848152160645e-01
-7.128317952156066895e-01,6.567080616950988770e-01
6.975054740905761719e-01,-7.321496605873107910e-01
-6.480994224548339844e-01,6.904613375663757324e-01
-6.039966940879821777e-01,6.090880632400512695e-01
-7.525280714035034180e-01,-7.231823801994323730e-01
6.691854596138000488e-01,7.418249249458312988e-01
-7.153396010398864746e-01,8.272964954376220703e-01
6.828218698501586914e-01,-6.339980363845825195e-01
7.037893533706665039e-01,7.180787324905395508e-01
7.374052405357360840e-01,6.727743744850158691e-01
7.500309944152832031e-01,-6.827696561813354492e-01
-8.230928778648376465e-01,7.292937636375427246e-01
6.738047003746032715e-01,7.093555331230163574e-01
7.704573869705200195e-01,7.043058872222900391e-01
7.579539418220520020e-01,-7.217698693275451660e-01
6.786778569221496582e-01,-6.956260204315185547e-01
8.301496505737304688e-01,7.287628650665283203e-01
-6.411857008934020996e-01,-7.497023940086364746e-01
7.249810099601745605e-01,6.529550552368164062e-01
7.983533740043640137e-01,-6.588032245635986328e-01
-6.950754523277282715e-01,7.144202589988708496e-01
-7.317693233489990234e-01,-7.237302064895629883e-01
-8.027095198631286621e-01,6.776499152183532715e-01
-6.677821278572082520e-01,-6.872607469558715820e-01
6.421247720718383789e-01,-7.414503693580627441e-01
-6.659051775932312012e-01,-6.754972338676452637e-01
7.655444145202636719e-01,5.982645153999328613e-01
-6.878340244293212891e-01,-6.991379261016845703e-01
-7.053328752517700195e-01,8.048421144485473633e-01
-6.074473261833190918e-01,-7.416574358940124512e-01
8.047189712524414062e-01,6.518740057945251465e-01
6.663258671760559082e-01,6.779530048370361328e-01
7.060360312461853027e-01,7.756580114364624023e-01
7.800910472869873047e-01,6.892221570014953613e-01
-7.117908596992492676e-01,-6.556814312934875488e-01
7.545043826103210449e-01,-7.205721735954284668e-01
-6.724469661712646484e-01,7.703999280929565430e-01
7.499424815177917480e-01,-7.180704474449157715e-01
7.487781047821044922e-01,7.620215415954589844e-01
-6.423675417900085449e-01,-8.003886342048645020e-01
-7.211320996284484863e-01,-7.171993851661682129e-01
-7.686516642570495605e-01,-7.706194519996643066e-01
7.698929905891418457e-01,7.638861536979675293e-01
7.344846129417419434e-01,-7.107471823692321777e-01
6.819264292716979980e-01,7.378222942352294922e-01
-7.176835536956787109e-01,-6.510148048400878906e-01
-7.079445123672485352e-01,-6.930102109909057617e-01
8.514596819877624512e-01,-6.735805273056030273e-01
-7.639037370681762695e-01,-6.928908228874206543e-01
7.280882000923156738e-01,-7.591162919998168945e-01
7.969016432762145996e-01,6.471689343452453613e-01
-7.270740866661071777e-01,7.892140150070190430e-01
-6.900668740272521973e-01,6.052756905555725098e-01
-6.300164461135864258e-01,-6.977947354316711426e-01
-6.950467824935913086e-01,-7.280038595199584961e-01
-7.122981548309326172e-01,-7.136126756668090820e-01
6.859523653984069824e-01,6.748024225234985352e-01
6.805111765861511230e-01,-6.076126694679260254e-01
5.443879365921020508e-01,-7.267396450042724609e-01
7.365490198135375977e-01,6.544933915138244629e-01
-7.753378748893737793e-01,7.060519456863403320e-01
-7.239109873771667480e-01,6.881373524665832520e-01
-7.299133539199829102e-01,-6.616927981376647949e-01
-7.713345289230346680e-01,7.189050912857055664e-01
7.525445818901062012e-01,-6.800802350044250488e-01
6.296021938323974609e-01,-6.819602251052856445e-01
6.903266906738281250e-01,-6.923221349716186523e-01
6.938581466674804688e-01,-6.537330150604248047e-01
-6.395712494850158691e-01,7.339580655097961426e-01
7.057206034660339355e-01,7.191000580787658691e-01
6.881083250045776367e-01,-7.060168981552124023e-01
-8.014923334121704102e-01,-7.161289453506469727e-01
-7.387663722038269043e-01,-7.333214879035949707e-01
6.599425077438354492e-01,7.068852782249450684e-01
6.924993395805358887e-01,-6.812079548835754395e-01
6.373344063758850098e-01,-6.896631717681884766e-01
7.311785817146301270e-01,7.399337887763977051e-01
7.486681342124938965e-01,-6.741426587104797363e-01
-6.202526688575744629e-01,7.938628196716308594e-01
7.060962319374084473e-01,-7.922602891921997070e-01
7.558747529983520508e-01,7.963174581527709961e-01
7.140288352966308594e-01,6.651951074600219727e-01
-7.668393850326538086e-01,-6.832138895988464355e-01
-6.706620454788208008e-01,-6.925033330917358398e-01
6.909798383712768555e-01,-6.803622245788574219e-01
7.338507175445556641e-01,7.792706489562988281e-01
7.817633748054504395e-01,-5.989422798156738281e-01
-6.689941287040710449e-01,-6.999545693397521973e-01
-7.095216512680053711e-01,-7.185865044593811035e-01
-6.943105459213256836e-01,-6.525777578353881836e-01
-8.409538865089416504e-01,6.828875541687011719e-01
-6.820737123489379883e-01,-7.738825082778930664e-01
6.730033159255981445e-01,-7.030956745147705078e-01
-6.544260978698730469e-01,7.267519831657409668e-01
-7.097033858299255371e-01,6.817556023597717285e-01
-7.232898473739624023e-01,-5.832270383834838867e-01
6.765040159225463867e-01,-7.168410420417785645e-01
8.217816352844238281e-01,-7.153917551040649414e-01
-6.728637814521789551e-01,6.644601225852966309e-01
6.942976117134094238e-01,-7.643153071403503418e-01
7.371786832809448242e-01,6.567648649215698242e-01
-7.027586698532104492e-01,6.964277625083923340e-01
-7.728601694107055664e-01,7.401868104934692383e-01
5.851419568061828613e-01,-6.340177655220031738e-01
7.624135017395019531e-01,-6.628321409225463867e-01
5.974684953689575195e-01,7.065083384513854980e-01
5.949097871780395508e-01,-6.778053045272827148e-01
-6.948695182800292969e-01,7.057374715805053711e-01
7.263561487197875977e-01,-7.392691969871520996e-01
7.717843055725097656e-01,7.052589058876037598e-01
-7.230124473571777344e-01,-6.520418524742126465e-01
6.673055887222290039e-01,-7.349467277526855469e-01
6.067880392074584961e-01,7.508258819580078125e-01
-7.730432152748107910e-01,-6.267423629760742188e-01
-7.994057536125183105e-01,6.307315230369567871e-01
7.414593696594238281e-01,6.608519554138183594e-01
7.281615138053894043e-01,-7.529155611991882324e-01
6.876710653305053711e-01,-7.271339893341064453e-01
-7.839090228080749512e-01,-6.351155042648315430e-01
6.444331407546997070e-01,-6.931753158569335938e-01
6.715207695960998535e-01,-6.292268037796020508e-01
-7.404928207397460938e-01,-6.304044723510742188e-01
-7.150999903678894043e-01,-6.494480371475219727e-01
-7.126244306564331055e-01,7.659051418304443359e-01
7.428475022315979004e-01,-6.661396622657775879e-01
7.980205416679382324e-01,7.124100327491760254e-01
-6.782253980636596680e-01,-7.465101480484008789e-01
-6.210455894470214844e-01,6.513571143150329590e-01
-7.245570421218872070e-01,6.846293807029724121e-01
6.720854043960571289e-01,-7.956453561782836914e-01
7.540656924247741699e-01,-7.380384206771850586e-01
6.432034969329833984e-01,6.488260626792907715e-01
7.595751285552978516e-01,-7.116053700447082520e-01
6.516171693801879883e-01,7.975821495056152344e-01
-7.444770932197570801e-01,7.121950387954711914e-01
-6.848242282867431641e-01,7.518368959426879883e-01
6.741931438446044922e-01,6.951550841331481934e-01
-8.069118261337280273e-01,-7.386845946311950684e-01
-7.149819731712341309e-01,-7.340232133865356445e-01
-6.818126440048217773e-01,6.795942783355712891e-01
-7.594891190528869629e-01,-6.807454824447631836e-01
6.733223199844360352e-01,-7.211394309997558594e-01
-7.255299091339111328e-01,-7.401193976402282715e-01
-7.332115173339843750e-01,8.687197566032409668e-01
-6.788344383239746094e-01,7.215468883514404297e-01
6.892741918563842773e-01,-7.158515453338623047e-01
6.139470934867858887e-01,6.433898210525512695e-01
